customer_id,customer_name,segment,city,state,region
CU-100465,Michael Rodriguez,Corporate,San Diego,CA,Central
CU-100466,Emma Smith,Home Office,Chicago,IL,West
CU-100467,David Williams,Corporate,Seattle,WA,South
CU-100468,Robert Lopez,Home Office,Houston,TX,South
CU-100469,Joseph Gonzalez,Consumer,Chicago,IL,South
CU-100470,Linda Davis,Home Office,Phoenix,AZ,East
CU-100471,Joseph Hernandez,Corporate,Seattle,WA,East
CU-100472,William Wilson,Consumer,Fort Worth,TX,West
CU-100473,Sarah Miller,Corporate,Chicago,IL,East
CU-100474,Sarah Anderson,Consumer,Seattle,WA,South
CU-100475,Mary Miller,Consumer,Los Angeles,CA,West
CU-100476,Patricia Anderson,Corporate,Columbus,OH,South
CU-100477,Richard Johnson,Home Office,Fort Worth,TX,West
CU-100478,Emma Williams,Home Office,Jacksonville,FL,South
CU-100479,David Lopez,Consumer,Indianapolis,IN,East
CU-100480,Mary Davis,Home Office,New York,NY,South
CU-100481,Richard Wilson,Consumer,Seattle,WA,West
CU-100482,Patricia Williams,Corporate,Charlotte,NC,West
CU-100483,Sarah Gonzalez,Home Office,Houston,TX,South
CU-100484,Jennifer Brown,Consumer,New York,NY,East
CU-100485,Joseph Martinez,Home Office,Los Angeles,CA,East
CU-100486,Sarah Miller,Corporate,San Diego,CA,West
CU-100487,Robert Gonzalez,Consumer,Seattle,WA,West
CU-100488,Mary Brown,Home Office,Indianapolis,IN,Central
CU-100489,Jennifer Jones,Consumer,Austin,TX,West
CU-100490,Mary Jones,Consumer,Columbus,OH,West
CU-100491,Elizabeth Smith,Corporate,Columbus,OH,South
CU-100492,James Lopez,Corporate,Indianapolis,IN,South
CU-100493,Mary Miller,Consumer,Phoenix,AZ,South
CU-100494,Jennifer Jones,Home Office,San Diego,CA,West
CU-100495,Sarah Rodriguez,Corporate,Charlotte,NC,South
CU-100496,David Miller,Consumer,Seattle,WA,Central
CU-100497,James Hernandez,Consumer,San Antonio,TX,South
CU-100498,Michael Rodriguez,Home Office,Jacksonville,FL,West
CU-100499,William Miller,Home Office,Los Angeles,CA,East
CU-100500,Robert Gonzalez,Home Office,Chicago,IL,West
CU-100501,Robert Wilson,Corporate,San Francisco,CA,Central
CU-100502,Robert Anderson,Consumer,New York,NY,East
CU-100503,Jennifer Lopez,Home Office,San Francisco,CA,West
CU-100504,Jennifer Rodriguez,Corporate,Fort Worth,TX,Central
CU-100505,Joseph Rodriguez,Home Office,Fort Worth,TX,Central
CU-100506,William Garcia,Home Office,San Jose,CA,South
CU-100507,Emma Gonzalez,Home Office,Charlotte,NC,South
CU-100508,Robert Garcia,Corporate,Austin,TX,South
CU-100509,Jennifer Lopez,Consumer,Los Angeles,CA,East
CU-100510,Linda Jones,Consumer,Dallas,TX,West
CU-100511,Jennifer Miller,Home Office,Austin,TX,West
CU-100512,James Jones,Corporate,San Francisco,CA,South
CU-100513,Lisa Lopez,Corporate,Charlotte,NC,West
CU-100514,Elizabeth Williams,Home Office,Phoenix,AZ,East
CU-100515,Sarah Wilson,Consumer,Indianapolis,IN,East
CU-100516,Linda Williams,Home Office,New York,NY,West
CU-100517,David Smith,Consumer,Chicago,IL,South
CU-100518,Sarah Martinez,Home Office,Jacksonville,FL,South
CU-100519,John Smith,Home Office,San Francisco,CA,South
CU-100520,John Rodriguez,Home Office,New York,NY,Central
CU-100521,Mary Smith,Home Office,Seattle,WA,South
CU-100522,Emma Anderson,Consumer,Philadelphia,PA,West
CU-100523,Robert Martinez,Home Office,San Diego,CA,Central
CU-100524,William Gonzalez,Corporate,Jacksonville,FL,East
CU-100525,Richard Davis,Home Office,Jacksonville,FL,West
CU-100526,Mary Hernandez,Consumer,San Diego,CA,East
CU-100527,Richard Miller,Corporate,Chicago,IL,South
CU-100528,John Lopez,Consumer,Los Angeles,CA,East
CU-100529,Linda Hernandez,Corporate,San Francisco,CA,East
CU-100530,Sarah Brown,Consumer,Indianapolis,IN,South
CU-100531,Sarah Anderson,Consumer,Dallas,TX,Central
CU-100532,Sarah Williams,Corporate,Seattle,WA,East
CU-100533,David Gonzalez,Home Office,San Antonio,TX,South
CU-100534,Mary Williams,Home Office,Chicago,IL,West
CU-100535,James Miller,Home Office,Fort Worth,TX,West
CU-100536,Patricia Smith,Consumer,Chicago,IL,South
CU-100537,Michael Garcia,Home Office,San Diego,CA,South
CU-100538,John Hernandez,Corporate,Austin,TX,South
CU-100539,Jennifer Garcia,Home Office,San Francisco,CA,South
CU-100540,Lisa Hernandez,Home Office,Columbus,OH,South
CU-100541,Mary Gonzalez,Consumer,Chicago,IL,East
CU-100542,William Williams,Corporate,Chicago,IL,West
CU-100543,James Garcia,Consumer,Fort Worth,TX,East
CU-100544,Mary Davis,Corporate,New York,NY,Central
CU-100545,David Johnson,Consumer,Houston,TX,South
CU-100546,Linda Johnson,Consumer,Charlotte,NC,East
CU-100547,Michael Martinez,Home Office,Jacksonville,FL,Central
CU-100548,John Jones,Corporate,Fort Worth,TX,South
CU-100549,Jennifer Martinez,Home Office,Chicago,IL,West
CU-100550,Lisa Williams,Corporate,Fort Worth,TX,Central
CU-100551,Elizabeth Williams,Consumer,Dallas,TX,West
CU-100552,William Miller,Corporate,Columbus,OH,South
CU-100553,Patricia Jones,Consumer,Chicago,IL,South
CU-100554,Joseph Johnson,Consumer,San Antonio,TX,Central
CU-100555,Richard Garcia,Home Office,New York,NY,South
CU-100556,Joseph Garcia,Corporate,Austin,TX,West
CU-100557,James Martinez,Home Office,San Jose,CA,West
CU-100558,James Williams,Corporate,San Francisco,CA,Central
CU-100559,Elizabeth Martinez,Consumer,San Jose,CA,Central
CU-100560,William Wilson,Corporate,Fort Worth,TX,Central
CU-100561,Robert Martinez,Home Office,Houston,TX,West
CU-100562,John Lopez,Corporate,Seattle,WA,West
CU-100563,Mary Wilson,Home Office,Charlotte,NC,East
CU-100564,Elizabeth Williams,Home Office,Columbus,OH,Central
CU-100565,William Hernandez,Consumer,San Diego,CA,South
CU-100566,Michael Davis,Home Office,Fort Worth,TX,South
CU-100567,Linda Rodriguez,Consumer,Fort Worth,TX,Central
CU-100568,Michael Johnson,Consumer,Seattle,WA,Central
CU-100569,Sarah Martinez,Home Office,Philadelphia,PA,South
CU-100570,Linda Johnson,Consumer,Austin,TX,East
CU-100571,Jennifer Rodriguez,Home Office,Dallas,TX,West
CU-100572,Patricia Miller,Corporate,Charlotte,NC,West
CU-100573,John Davis,Consumer,Jacksonville,FL,Central
CU-100574,Michael Johnson,Home Office,Columbus,OH,West
CU-100575,Mary Garcia,Corporate,Jacksonville,FL,West
CU-100576,Elizabeth Garcia,Corporate,Indianapolis,IN,East
CU-100577,Joseph Garcia,Consumer,Charlotte,NC,Central
CU-100578,Emma Smith,Corporate,Los Angeles,CA,East
CU-100579,Jennifer Rodriguez,Consumer,Philadelphia,PA,West
CU-100580,Linda Davis,Consumer,Austin,TX,South
CU-100581,Lisa Hernandez,Home Office,Philadelphia,PA,South
CU-100582,John Lopez,Home Office,Fort Worth,TX,West
CU-100583,Linda Miller,Consumer,Charlotte,NC,West
CU-100584,William Gonzalez,Home Office,San Antonio,TX,East
CU-100585,Lisa Garcia,Corporate,Houston,TX,West
CU-100586,Emma Jones,Home Office,Charlotte,NC,South
CU-100587,James Martinez,Corporate,Indianapolis,IN,South
CU-100588,Patricia Garcia,Corporate,Houston,TX,West
CU-100589,Michael Hernandez,Consumer,San Jose,CA,Central
CU-100590,Jennifer Jones,Consumer,Houston,TX,West
CU-100591,David Rodriguez,Corporate,Jacksonville,FL,South
CU-100592,Richard Miller,Consumer,Phoenix,AZ,South
CU-100593,Lisa Rodriguez,Consumer,Seattle,WA,South
CU-100594,David Williams,Corporate,San Jose,CA,South
CU-100595,Patricia Smith,Corporate,Los Angeles,CA,West
CU-100596,Richard Rodriguez,Home Office,San Antonio,TX,South
CU-100597,Elizabeth Miller,Home Office,Columbus,OH,South
CU-100598,Lisa Johnson,Home Office,San Francisco,CA,East
CU-100599,Mary Smith,Corporate,San Diego,CA,West
CU-100600,Mary Williams,Corporate,Seattle,WA,South
CU-100601,Emma Martinez,Consumer,Seattle,WA,Central
CU-100602,Patricia Rodriguez,Consumer,Seattle,WA,South
CU-100603,Robert Miller,Consumer,Seattle,WA,West
CU-100604,Sarah Davis,Corporate,San Jose,CA,Central
CU-100605,Joseph Wilson,Consumer,Chicago,IL,West
CU-100606,Patricia Wilson,Home Office,San Antonio,TX,South
CU-100607,David Gonzalez,Consumer,Philadelphia,PA,West
CU-100608,Patricia Rodriguez,Corporate,Los Angeles,CA,West
CU-100609,Mary Jones,Home Office,Austin,TX,Central
CU-100610,Emma Williams,Corporate,Indianapolis,IN,East
CU-100611,David Lopez,Consumer,Dallas,TX,West
CU-100612,James Wilson,Consumer,Phoenix,AZ,South
CU-100613,David Martinez,Home Office,San Francisco,CA,Central
CU-100614,Richard Davis,Consumer,Columbus,OH,East
CU-100615,William Lopez,Corporate,Fort Worth,TX,South
CU-100616,James Martinez,Consumer,San Francisco,CA,East
CU-100617,Patricia Wilson,Consumer,Charlotte,NC,South
CU-100618,Linda Wilson,Consumer,San Antonio,TX,South
CU-100619,James Wilson,Corporate,Dallas,TX,Central
CU-100620,David Martinez,Corporate,Seattle,WA,Central
CU-100621,Sarah Johnson,Home Office,Los Angeles,CA,South
CU-100622,Emma Anderson,Consumer,New York,NY,South
CU-100623,John Miller,Consumer,Charlotte,NC,West
CU-100624,Lisa Wilson,Corporate,San Jose,CA,East
CU-100625,William Johnson,Corporate,Jacksonville,FL,West
CU-100626,Richard Hernandez,Corporate,Los Angeles,CA,West
CU-100627,Michael Lopez,Consumer,Columbus,OH,East
CU-100628,Elizabeth Johnson,Consumer,San Antonio,TX,West
CU-100629,Joseph Smith,Consumer,Indianapolis,IN,Central
CU-100630,Linda Lopez,Consumer,Houston,TX,South
CU-100631,Jennifer Miller,Consumer,Chicago,IL,East
CU-100632,James Garcia,Corporate,Houston,TX,West
CU-100633,David Hernandez,Home Office,Fort Worth,TX,West
CU-100634,John Martinez,Home Office,Chicago,IL,West
CU-100635,Patricia Lopez,Consumer,Charlotte,NC,West
CU-100636,Joseph Wilson,Consumer,Columbus,OH,East
CU-100637,David Gonzalez,Consumer,Houston,TX,South
CU-100638,Linda Garcia,Consumer,Jacksonville,FL,West
CU-100639,Michael Brown,Home Office,Dallas,TX,Central
CU-100640,Mary Brown,Home Office,New York,NY,West
CU-100641,Mary Hernandez,Consumer,Fort Worth,TX,West
CU-100642,Richard Johnson,Consumer,San Francisco,CA,South
CU-100643,John Garcia,Corporate,Chicago,IL,West
CU-100644,Linda Garcia,Home Office,Fort Worth,TX,West
CU-100645,Michael Smith,Home Office,San Francisco,CA,East
CU-100646,William Brown,Consumer,New York,NY,East
CU-100647,Mary Hernandez,Home Office,Fort Worth,TX,South
CU-100648,Richard Johnson,Home Office,Columbus,OH,West
CU-100649,Michael Jones,Consumer,Dallas,TX,West
CU-100650,James Miller,Home Office,Phoenix,AZ,East
CU-100651,Linda Lopez,Consumer,San Jose,CA,East
CU-100652,Michael Anderson,Corporate,San Diego,CA,East
CU-100653,Sarah Jones,Home Office,Charlotte,NC,West
CU-100654,John Lopez,Consumer,Houston,TX,East
CU-100655,Elizabeth Garcia,Home Office,Philadelphia,PA,Central
CU-100656,Patricia Williams,Home Office,Philadelphia,PA,Central
CU-100657,John Garcia,Corporate,Houston,TX,Central
CU-100658,Michael Jones,Home Office,Indianapolis,IN,East
CU-100659,Joseph Rodriguez,Corporate,San Francisco,CA,East
CU-100660,Lisa Garcia,Consumer,San Francisco,CA,Central
CU-100661,Emma Brown,Home Office,Houston,TX,East
CU-100662,John Brown,Consumer,Los Angeles,CA,South
CU-100663,Richard Anderson,Consumer,Jacksonville,FL,West
CU-100664,Linda Brown,Corporate,Los Angeles,CA,West
CU-100665,James Jones,Consumer,Columbus,OH,Central
CU-100666,Sarah Williams,Consumer,Houston,TX,East
CU-100667,Michael Anderson,Corporate,Fort Worth,TX,Central
CU-100668,James Johnson,Home Office,San Jose,CA,South
CU-100669,Patricia Brown,Corporate,New York,NY,Central
CU-100670,Joseph Garcia,Home Office,San Diego,CA,South
CU-100671,Jennifer Williams,Consumer,San Antonio,TX,South
CU-100672,Jennifer Rodriguez,Corporate,New York,NY,East
CU-100673,John Gonzalez,Home Office,Austin,TX,South
CU-100674,Emma Brown,Home Office,San Jose,CA,West
CU-100675,Elizabeth Smith,Consumer,Columbus,OH,Central
CU-100676,Sarah Anderson,Consumer,Chicago,IL,South
CU-100677,Joseph Lopez,Consumer,Jacksonville,FL,East
CU-100678,David Hernandez,Corporate,Indianapolis,IN,East
CU-100679,Linda Hernandez,Consumer,Los Angeles,CA,West
CU-100680,William Wilson,Corporate,San Jose,CA,South
CU-100681,James Davis,Corporate,Austin,TX,West
CU-100682,Robert Williams,Home Office,Chicago,IL,East
CU-100683,Emma Williams,Corporate,Phoenix,AZ,South
CU-100684,Linda Johnson,Home Office,Austin,TX,Central
CU-100685,Joseph Jones,Corporate,San Antonio,TX,Central
CU-100686,Michael Williams,Home Office,Houston,TX,Central
CU-100687,Robert Wilson,Corporate,Los Angeles,CA,West
CU-100688,Jennifer Garcia,Corporate,Chicago,IL,East
CU-100689,William Wilson,Consumer,San Jose,CA,East
CU-100690,Joseph Rodriguez,Home Office,Fort Worth,TX,West
CU-100691,Joseph Johnson,Consumer,Houston,TX,East
CU-100692,Sarah Wilson,Consumer,New York,NY,West
CU-100693,Richard Garcia,Home Office,San Antonio,TX,East
CU-100694,Michael Smith,Consumer,Dallas,TX,West
CU-100695,David Johnson,Corporate,Charlotte,NC,East
CU-100696,Joseph Smith,Consumer,Los Angeles,CA,South
CU-100697,Elizabeth Smith,Corporate,Fort Worth,TX,South
CU-100698,Patricia Brown,Consumer,Philadelphia,PA,Central
CU-100699,Joseph Anderson,Consumer,Dallas,TX,East
CU-100700,Mary Davis,Corporate,San Diego,CA,South
CU-100701,Michael Jones,Corporate,Los Angeles,CA,West
CU-100702,Robert Hernandez,Home Office,Columbus,OH,West
CU-100703,John Miller,Home Office,Seattle,WA,Central
CU-100704,Elizabeth Garcia,Home Office,San Francisco,CA,Central
CU-100705,William Williams,Consumer,Fort Worth,TX,Central
CU-100706,John Anderson,Corporate,San Diego,CA,East
CU-100707,Patricia Gonzalez,Home Office,San Francisco,CA,West
CU-100708,Emma Brown,Home Office,Philadelphia,PA,West
CU-100709,Sarah Gonzalez,Consumer,Dallas,TX,South
CU-100710,Lisa Williams,Consumer,Jacksonville,FL,Central
CU-100711,John Lopez,Home Office,Jacksonville,FL,Central
CU-100712,Robert Wilson,Corporate,Phoenix,AZ,Central
CU-100713,Elizabeth Smith,Consumer,Philadelphia,PA,East
CU-100714,Jennifer Smith,Home Office,San Diego,CA,South
CU-100715,James Anderson,Home Office,New York,NY,West
CU-100716,James Lopez,Consumer,Phoenix,AZ,Central
CU-100717,John Williams,Home Office,Los Angeles,CA,West
CU-100718,Patricia Johnson,Corporate,Houston,TX,South
CU-100719,James Jones,Corporate,Houston,TX,West
CU-100720,Linda Gonzalez,Home Office,Philadelphia,PA,South
CU-100721,Lisa Lopez,Home Office,Austin,TX,Central
CU-100722,Lisa Miller,Corporate,San Diego,CA,Central
CU-100723,Lisa Lopez,Consumer,Phoenix,AZ,South
CU-100724,Lisa Martinez,Corporate,Los Angeles,CA,West
CU-100725,Elizabeth Williams,Corporate,Houston,TX,East
CU-100726,Patricia Garcia,Consumer,San Diego,CA,East
CU-100727,Joseph Smith,Corporate,Austin,TX,West
CU-100728,Michael Garcia,Corporate,San Diego,CA,East
CU-100729,Sarah Miller,Corporate,New York,NY,South
CU-100730,Linda Davis,Corporate,Philadelphia,PA,Central
CU-100731,Richard Johnson,Corporate,Seattle,WA,West
CU-100732,Joseph Johnson,Consumer,Philadelphia,PA,Central
CU-100733,James Jones,Consumer,New York,NY,East
CU-100734,Lisa Anderson,Corporate,Austin,TX,West
CU-100735,Michael Garcia,Home Office,Chicago,IL,South
CU-100736,Linda Hernandez,Consumer,New York,NY,South
CU-100737,Sarah Johnson,Corporate,Philadelphia,PA,West
CU-100738,Linda Lopez,Home Office,San Antonio,TX,Central
CU-100739,Mary Brown,Consumer,San Jose,CA,East
CU-100740,Elizabeth Williams,Consumer,Fort Worth,TX,Central
CU-100741,Linda Johnson,Corporate,New York,NY,South
CU-100742,Emma Smith,Consumer,San Antonio,TX,West
CU-100743,Michael Davis,Consumer,San Jose,CA,Central
CU-100744,Elizabeth Davis,Home Office,Fort Worth,TX,Central
CU-100745,Richard Williams,Corporate,Chicago,IL,South
CU-100746,Lisa Davis,Consumer,Jacksonville,FL,Central
CU-100747,Joseph Jones,Consumer,Charlotte,NC,Central
CU-100748,David Gonzalez,Home Office,Los Angeles,CA,East
CU-100749,Patricia Gonzalez,Home Office,Chicago,IL,South
CU-100750,Sarah Wilson,Corporate,San Diego,CA,South
CU-100751,Elizabeth Martinez,Consumer,Seattle,WA,South
CU-100752,Michael Miller,Home Office,San Jose,CA,East
CU-100753,David Johnson,Corporate,Indianapolis,IN,West
CU-100754,Robert Gonzalez,Consumer,Philadelphia,PA,West
CU-100755,Linda Johnson,Home Office,Los Angeles,CA,South
CU-100756,David Wilson,Home Office,San Antonio,TX,Central
CU-100757,Michael Johnson,Corporate,Austin,TX,South
CU-100758,James Wilson,Corporate,Seattle,WA,South
CU-100759,Linda Johnson,Corporate,New York,NY,West
CU-100760,Emma Anderson,Consumer,Phoenix,AZ,East
CU-100761,Patricia Anderson,Corporate,San Jose,CA,Central
CU-100762,Elizabeth Martinez,Home Office,Fort Worth,TX,South
CU-100763,Lisa Jones,Corporate,Los Angeles,CA,West
CU-100764,Sarah Miller,Corporate,Fort Worth,TX,West
CU-100765,Elizabeth Anderson,Corporate,Los Angeles,CA,Central
CU-100766,James Wilson,Corporate,New York,NY,Central
CU-100767,Elizabeth Wilson,Home Office,Dallas,TX,East
CU-100768,David Jones,Home Office,San Diego,CA,South
CU-100769,William Lopez,Corporate,Austin,TX,East
CU-100770,Joseph Brown,Corporate,San Antonio,TX,South
CU-100771,Patricia Wilson,Consumer,Indianapolis,IN,West
CU-100772,Mary Lopez,Home Office,Chicago,IL,South
CU-100773,John Williams,Consumer,Phoenix,AZ,West
CU-100774,Jennifer Smith,Corporate,Los Angeles,CA,East
CU-100775,Robert Jones,Corporate,Jacksonville,FL,South
CU-100776,Richard Hernandez,Consumer,Indianapolis,IN,East
CU-100777,Patricia Davis,Home Office,San Diego,CA,South
CU-100778,Elizabeth Martinez,Home Office,Philadelphia,PA,Central
CU-100779,Lisa Wilson,Corporate,Jacksonville,FL,East
CU-100780,John Miller,Consumer,San Jose,CA,West
CU-100781,Jennifer Hernandez,Consumer,San Antonio,TX,West
CU-100782,Linda Rodriguez,Consumer,Dallas,TX,East
CU-100783,David Hernandez,Consumer,San Francisco,CA,East
CU-100784,William Martinez,Corporate,San Diego,CA,Central
CU-100785,Richard Wilson,Corporate,Columbus,OH,South
CU-100786,Robert Davis,Corporate,Dallas,TX,South
CU-100787,John Rodriguez,Home Office,Houston,TX,Central
CU-100788,Mary Jones,Home Office,Seattle,WA,East
CU-100789,Michael Garcia,Corporate,San Francisco,CA,Central
CU-100790,William Hernandez,Home Office,Dallas,TX,Central
CU-100791,David Rodriguez,Consumer,San Antonio,TX,East
CU-100792,James Hernandez,Consumer,Fort Worth,TX,East
CU-100793,Mary Jones,Corporate,San Francisco,CA,South
CU-100794,Sarah Martinez,Home Office,Fort Worth,TX,West
CU-100795,Jennifer Hernandez,Home Office,Austin,TX,South
CU-100796,Mary Wilson,Consumer,Jacksonville,FL,West
CU-100797,Emma Davis,Consumer,San Jose,CA,Central
CU-100798,Lisa Hernandez,Corporate,Seattle,WA,East
CU-100799,Patricia Brown,Home Office,San Diego,CA,Central
CU-100800,James Garcia,Corporate,Columbus,OH,Central
CU-100801,Emma Davis,Consumer,Charlotte,NC,East
CU-100802,Robert Rodriguez,Consumer,San Francisco,CA,South
CU-100803,Mary Miller,Consumer,Indianapolis,IN,West
CU-100804,Robert Garcia,Corporate,Phoenix,AZ,South
CU-100805,James Wilson,Home Office,Phoenix,AZ,West
CU-100806,Elizabeth Garcia,Home Office,Chicago,IL,West
CU-100807,Sarah Smith,Corporate,Austin,TX,Central
CU-100808,Lisa Martinez,Consumer,San Antonio,TX,South
CU-100809,David Martinez,Corporate,Chicago,IL,South
CU-100810,Linda Davis,Corporate,Fort Worth,TX,East
CU-100811,Robert Lopez,Corporate,Los Angeles,CA,East
CU-100812,Robert Smith,Home Office,Austin,TX,East
CU-100813,Jennifer Lopez,Corporate,San Diego,CA,Central
CU-100814,Emma Miller,Home Office,Phoenix,AZ,Central
CU-100815,Michael Wilson,Consumer,Philadelphia,PA,Central
CU-100816,Joseph Lopez,Home Office,San Jose,CA,Central
CU-100817,David Garcia,Corporate,Columbus,OH,Central
CU-100818,Lisa Anderson,Corporate,San Antonio,TX,East
CU-100819,Jennifer Lopez,Consumer,San Diego,CA,West
CU-100820,Lisa Johnson,Corporate,New York,NY,East
CU-100821,William Gonzalez,Home Office,Fort Worth,TX,East
CU-100822,Emma Hernandez,Consumer,Los Angeles,CA,East
CU-100823,Linda Davis,Corporate,Houston,TX,East
CU-100824,William Davis,Home Office,Seattle,WA,West
CU-100825,John Jones,Corporate,San Antonio,TX,East
CU-100826,William Martinez,Home Office,Indianapolis,IN,West
CU-100827,Emma Rodriguez,Home Office,Columbus,OH,East
CU-100828,Emma Gonzalez,Consumer,San Jose,CA,South
CU-100829,Robert Gonzalez,Corporate,San Antonio,TX,West
CU-100830,Linda Jones,Consumer,Jacksonville,FL,East
CU-100831,Elizabeth Anderson,Consumer,Seattle,WA,South
CU-100832,Jennifer Smith,Consumer,Austin,TX,East
CU-100833,Elizabeth Williams,Consumer,Houston,TX,East
CU-100834,William Hernandez,Consumer,Houston,TX,South
CU-100835,William Davis,Consumer,San Jose,CA,East
CU-100836,Sarah Wilson,Corporate,Philadelphia,PA,Central
CU-100837,Linda Lopez,Consumer,Austin,TX,East
CU-100838,John Wilson,Consumer,Los Angeles,CA,West
CU-100839,Patricia Anderson,Corporate,Austin,TX,Central
CU-100840,Patricia Wilson,Corporate,Chicago,IL,West
CU-100841,Richard Miller,Corporate,Houston,TX,Central
CU-100842,Elizabeth Gonzalez,Corporate,Fort Worth,TX,West
CU-100843,David Lopez,Home Office,Houston,TX,East
CU-100844,Emma Miller,Home Office,Philadelphia,PA,South
CU-100845,Lisa Martinez,Corporate,Charlotte,NC,Central
CU-100846,David Davis,Corporate,New York,NY,East
CU-100847,Joseph Smith,Consumer,Columbus,OH,Central
CU-100848,John Lopez,Home Office,Austin,TX,West
CU-100849,Emma Miller,Home Office,Austin,TX,West
CU-100850,Patricia Hernandez,Home Office,San Francisco,CA,South
CU-100851,Sarah Smith,Home Office,Phoenix,AZ,West
CU-100852,Elizabeth Wilson,Corporate,Indianapolis,IN,West
CU-100853,Elizabeth Garcia,Consumer,Chicago,IL,Central
CU-100854,Sarah Rodriguez,Consumer,Dallas,TX,South
CU-100855,Jennifer Johnson,Corporate,Fort Worth,TX,South
CU-100856,Michael Wilson,Corporate,Charlotte,NC,South
CU-100857,Emma Davis,Home Office,Austin,TX,East
CU-100858,Richard Miller,Consumer,Houston,TX,East
CU-100859,Mary Anderson,Home Office,Chicago,IL,West
CU-100860,James Garcia,Consumer,Charlotte,NC,West
CU-100861,James Rodriguez,Home Office,Charlotte,NC,South
CU-100862,Joseph Johnson,Consumer,Jacksonville,FL,West
CU-100863,James Garcia,Home Office,New York,NY,Central
CU-100864,Patricia Lopez,Consumer,Seattle,WA,East
CU-100865,Elizabeth Williams,Home Office,Philadelphia,PA,South
CU-100866,William Martinez,Consumer,Houston,TX,West
CU-100867,Richard Brown,Corporate,Houston,TX,West
CU-100868,Emma Gonzalez,Corporate,Austin,TX,East
CU-100869,Joseph Davis,Home Office,Houston,TX,West
CU-100870,John Rodriguez,Home Office,San Francisco,CA,East
CU-100871,Linda Wilson,Home Office,Seattle,WA,South
CU-100872,Lisa Lopez,Home Office,Indianapolis,IN,West
CU-100873,Emma Miller,Home Office,Phoenix,AZ,Central
CU-100874,Richard Miller,Home Office,Indianapolis,IN,West
CU-100875,Richard Garcia,Corporate,Dallas,TX,South
CU-100876,David Miller,Home Office,Phoenix,AZ,Central
CU-100877,James Lopez,Home Office,Seattle,WA,West
CU-100878,Robert Martinez,Home Office,San Antonio,TX,Central
CU-100879,David Lopez,Home Office,Jacksonville,FL,West
CU-100880,James Lopez,Consumer,Indianapolis,IN,Central
CU-100881,Elizabeth Martinez,Home Office,Seattle,WA,South
CU-100882,Mary Anderson,Corporate,Seattle,WA,East
CU-100883,Emma Smith,Corporate,Indianapolis,IN,West
CU-100884,Sarah Brown,Corporate,Los Angeles,CA,West
CU-100885,William Williams,Consumer,San Jose,CA,Central
CU-100886,Sarah Garcia,Corporate,San Antonio,TX,East
CU-100887,Jennifer Lopez,Home Office,Seattle,WA,South
CU-100888,Mary Lopez,Home Office,San Diego,CA,East
CU-100889,Richard Miller,Home Office,Fort Worth,TX,Central
CU-100890,Sarah Smith,Home Office,Seattle,WA,Central
CU-100891,Joseph Wilson,Consumer,San Antonio,TX,Central
CU-100892,Robert Gonzalez,Home Office,Seattle,WA,West
CU-100893,Joseph Williams,Home Office,San Jose,CA,East
CU-100894,Lisa Lopez,Home Office,Philadelphia,PA,East
CU-100895,Sarah Miller,Corporate,Fort Worth,TX,Central
CU-100896,Lisa Martinez,Corporate,Phoenix,AZ,East
CU-100897,Joseph Lopez,Consumer,Austin,TX,East
CU-100898,James Martinez,Consumer,Phoenix,AZ,Central
CU-100899,Patricia Johnson,Home Office,San Francisco,CA,Central
CU-100900,Jennifer Williams,Home Office,Indianapolis,IN,East
CU-100901,Lisa Miller,Home Office,Indianapolis,IN,South
CU-100902,Patricia Brown,Consumer,Chicago,IL,Central
CU-100903,Patricia Jones,Consumer,Austin,TX,South
CU-100904,John Johnson,Home Office,Seattle,WA,Central
CU-100905,Jennifer Anderson,Home Office,Charlotte,NC,West
CU-100906,James Miller,Consumer,Los Angeles,CA,South
CU-100907,Mary Smith,Home Office,Dallas,TX,Central
CU-100908,Joseph Davis,Consumer,Indianapolis,IN,Central
CU-100909,James Rodriguez,Consumer,San Antonio,TX,East
CU-100910,John Hernandez,Consumer,Philadelphia,PA,West
CU-100911,Linda Wilson,Consumer,San Antonio,TX,West
CU-100912,Linda Hernandez,Consumer,Seattle,WA,West
CU-100913,Joseph Lopez,Corporate,New York,NY,East
CU-100914,Michael Smith,Consumer,Chicago,IL,Central
CU-100915,Michael Martinez,Consumer,Seattle,WA,Central
CU-100916,Richard Davis,Home Office,Columbus,OH,South
CU-100917,James Smith,Corporate,Columbus,OH,East
CU-100918,John Hernandez,Home Office,Seattle,WA,East
CU-100919,Michael Garcia,Home Office,Los Angeles,CA,East
CU-100920,Mary Martinez,Consumer,San Jose,CA,Central
CU-100921,Richard Miller,Home Office,Charlotte,NC,East
CU-100922,Lisa Rodriguez,Consumer,San Francisco,CA,West
CU-100923,Mary Hernandez,Consumer,Fort Worth,TX,Central
CU-100924,John Rodriguez,Home Office,Jacksonville,FL,West
CU-100925,Sarah Smith,Home Office,Houston,TX,South
CU-100926,Michael Jones,Consumer,Seattle,WA,Central
CU-100927,Linda Anderson,Home Office,San Antonio,TX,West
CU-100928,Lisa Brown,Home Office,Philadelphia,PA,Central
CU-100929,Emma Williams,Home Office,San Antonio,TX,East
CU-100930,Joseph Hernandez,Home Office,Seattle,WA,East
CU-100931,Michael Jones,Consumer,San Jose,CA,West
CU-100932,James Garcia,Consumer,San Francisco,CA,West
CU-100933,Mary Martinez,Consumer,Houston,TX,West
